name,slug,aliases,category_key,category_name,market_status,recruitment_status,is_active,website_url,website_url_status,source_urls
Kebab u Buły,kebab-u-buy,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2429/kebab-buly/
Kebab u Pajdy,kebab-u-pajdy,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2430/kebab-pajdy/
KFC,kfc,,gastronomy,Gastronomia,active,unknown,True,https://kfc.pl/,unverified_seed,https://kfc.pl/o-nas
Kids&Us,kids-and-us,,education,Edukacja,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2416/kids-us/
KnockKnock,knockknock,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2284/knockknock/
Kodano Optyk,kodano-optyk,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2176/kodano-optyk/
Koku Sushi,koku-sushi,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1286/koku-sushi/
Komandor,komandor,,home-garden,Dom i ogród,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/176/komandor/
Komfort,komfort,,retail,Handel detaliczny,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/454/komfort/
Kosmetyczne Instytuty Dr Irena Eris,kosmetyczne-instytuty-dr-irena-eris,,beauty,Uroda i kosmetyki,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/92/kosmetyczne-instytuty-dr-irena-eris/
Kosmetyczny Instytut Dr Irena Eris,kosmetyczny-instytut-dr-irena-eris,,beauty,Uroda i kosmetyki,listed,listed_offer,True,,missing,https://franczyzawpolsce.pl/baza-sieci/uroda-i-kosmetyki/dr-irena-eris-kosmetyczne-instytuty/
Kołacz na Okrągło,kolacz-na-okraglo,,gastronomy,Gastronomia,uncertain,unknown,True,https://kolaczonakraglo.pl,unverified_seed,https://kolaczonakraglo.pl
Krishome,krishome,,retail,Handel detaliczny,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2319/krishome/
Kross,kross,KROSS,services,Usługi dla konsumentów,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2433/kross/ | https://franczyzawpolsce.pl/baza-sieci/sport-i-zdrowie/kross/
Krowa Mać Burgers,krowa-mac-burgers,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2196/krowa-mac-burgers/
Kurcze Pieczone,kurcze-pieczone,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/230/kurcze-pieczone/
La Mancha,la-mancha,,education,Edukacja,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1934/la-mancha/
Lewiatan,lewiatan,Polska Sieć Handlowa Lewiatan,food-retail,Artykuły spożywcze,listed,listed_offer,True,https://www.lewiatan.pl,unverified_seed,https://franchising.pl/franczyza/300/polska-siec-handlowa-lewiatan/ | https://www.lewiatan.pl
Lingotot,lingotot,,education,Edukacja,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2403/lingotot/
Lodolandia,lodolandia,Lodolandia & Kołacz,gastronomy,Gastronomia,listed,listed_offer,True,https://lodolandia.pl,unverified_seed,https://franchising.pl/franczyza/1475/lodolandia-kolacz/ | https://lodolandia.pl
Lody Bonano,lody-bonano,,gastronomy,Gastronomia,uncertain,unknown,True,https://lodybonano.pl,unverified_seed,https://lodybonano.pl
LucArt,lucart,,automotive,Motoryzacja,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1302/lucart/
Lviv Croissants,lviv-croissants,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2253/lviv-croissants/
Mail Boxes Etc.,mail-boxes-etc,,services,Usługi dla konsumentów,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/25/mail-boxes-etc/
Makarun,makarun,,gastronomy,Gastronomia,uncertain,unknown,True,https://makarun.pl,unverified_seed,https://makarun.pl
MathRiders,mathriders,MathRiders Polska,education,Edukacja,listed,listed_offer,True,https://mathriders.pl,unverified_seed,https://franchising.pl/franczyza/1313/mathriders-polska/ | https://mathriders.pl
Matplus - matematyka dla dzieci 4-15 lat,matplus-matematyka-dla-dzieci-4-15-lat,,education,Edukacja,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2309/matplus-matematyka-dla-dzieci-4-15-lat/
Mazfor,mazfor,,finance,Finanse i ubezpieczenia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2310/mazfor/
MałyInżynier.pl,mayinzynier-pl,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1033/malyinzynier-pl/
McDonald’s,mcdonalds,McDonald's,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/38/mcdonalds/ | https://franczyzawpolsce.pl/baza-sieci/gastronomia/franczyza-mcdonald-s/
Metrohouse,metrohouse,METROHOUSE,property,Nieruchomości,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/950/metrohouse/ | https://franczyzawpolsce.pl/baza-sieci/nieruchomosci/metrohouse/
mFinanse,mfinanse,,finance,Finanse i ubezpieczenia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1911/mfinanse/
Millennium Bank,millennium-bank,,finance,Finanse i ubezpieczenia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2078/millennium-bank/
Ministerstwo Śledzia i Wódki 2.0,ministerstwo-sledzia-i-wodki-2-0,,food-retail,Artykuły spożywcze,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1184/ministerstwo-sledzia-wodki-2-0/
Mito Sushi,mito-sushi,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2424/mito-sushi/
Mokra Włoszka,mokra-woszka,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2402/mokra-wloszka/
Molton,molton,,fashion,Odzież i obuwie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2412/molton/
Monetia,monetia,MONETIA,finance,Finanse i ubezpieczenia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/192/monetia/ | https://franczyzawpolsce.pl/baza-sieci/finanse-i-ubezpieczenia/monetia/
Moodo,moodo,,fashion,Odzież i obuwie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/334/moodo/
Mr. Kebab,mr-kebab,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1853/mr-kebab/
Mydlarnia u Franciszka,mydlarnia-u-franciszka,,beauty,Uroda i kosmetyki,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/731/mydlarnia-franciszka/
Nano Gym,nano-gym,,health-fitness,Sport i zdrowie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2378/nano-gym/
Nasz Sklep,nasz-sklep,,food-retail,Artykuły spożywcze,uncertain,unknown,True,https://www.naszsklep.pl,unverified_seed,https://www.naszsklep.pl
Nest Bank,nest-bank,,finance,Finanse i ubezpieczenia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1791/nest-bank/
New York Pizza Department,new-york-pizza-department,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1589/new-york-pizza-department/
NEXTERIO,nexterio,,home-garden,Dom i ogród,listed,listed_offer,True,,missing,https://franczyzawpolsce.pl/baza-sieci/wszystko-dla-domu-i-ogrodu/nexterio/
Niewinni Czarodzieje Trzyzero,niewinni-czarodzieje-trzyzero,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2346/niewinni-czarodzieje-trzyzero/
North Fish,north-fish,,gastronomy,Gastronomia,inactive,not_recruiting,False,,missing,https://www.rp.pl/ekonomia/art44470521-upadek-sieci-north-fish-pracownicy-czekaja-na-wynagrodzenie | https://www.trojmiasto.pl/biznes/North-Fish-znika-z-Trojmiasta-Siec-zamyka-lokale-w-Gdansku-i-Gdyni-n216796.html
Northgate Logistics,northgate-logistics,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1971/northgate-logistics/
Nova House,nova-house,,retail,Handel detaliczny,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2408/nova-house/
OJOO,ojoo,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2397/ojoo/
Orange,orange,,services,Usługi dla konsumentów,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2011/orange/ | https://franchising.pl/franczyza/1949/orange/
Orient Massage & Thai Organic,orient-massage-and-thai-organic,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1976/orient-massage-thai-organic/
Oskroba,oskroba,,food-retail,Artykuły spożywcze,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/835/oskroba/
Ośrodek Podologiczny,osrodek-podologiczny,,services,Usługi dla konsumentów,listed,listed_offer,True,,missing,https://franczyzawpolsce.pl/baza-sieci/uslugi-dla-klientow-indywidualnych/osrodek-podologiczny/
Pako Jeans,pako-jeans,,fashion,Odzież i obuwie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1992/pako-jeans/
Papa John’s,papa-johns,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/633/papa-johns/
PapaGyros,papagyros,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2387/papagyros/
Para Bar,para-bar,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2405/para-bar/
Paradise Studio Solarium,paradise-studio-solarium,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2379/paradise-studio-solarium/
Parki Rozrywki #KochamSkakać,parki-rozrywki-kochamskakac,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2411/parki-rozrywki-kochamskakac/
Perfect Look Clinic,perfect-look-clinic,,beauty,Uroda i kosmetyki,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2048/perfect-look-clinic/
Piekarnia Grzybki,piekarnia-grzybki,,food-retail,Artykuły spożywcze,uncertain,unknown,True,https://www.grzybki.pl,unverified_seed,https://www.grzybki.pl
Pierrot Woda Źródlana,pierrot-woda-zrodlana,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1483/pierrot-woda-zrodlana/
Pijalnia Wódki i Piwa,pijalnia-wodki-i-piwa,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1852/pijalnia-wodki-piwa/
Pijalnie Czekolady E.Wedel,pijalnie-czekolady-e-wedel,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/601/pijalnie-czekolady-e-wedel/
Piko24,piko24,,retail,Handel detaliczny,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2407/piko24/
Pizza Hut,pizza-hut,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2041/pizza-hut/
Pizzeria Biesiadowo,pizzeria-biesiadowo,,gastronomy,Gastronomia,uncertain,unknown,True,https://biesiadowo.pl,unverified_seed,https://biesiadowo.pl
Pizzeria Stopiątka,pizzeria-stopiatka,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/770/pizzeria-stopiatka/
Pizzeria Tibesti2GO,pizzeria-tibesti2go,Pizzeria Tibesti2Go,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2313/pizzeria-tibesti2go/ | https://franczyzawpolsce.pl/baza-sieci/gastronomia/pizzeria-tibesti2go/
Platinum Active EMS,platinum-active-ems,,health-fitness,Sport i zdrowie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2329/platinum-active-ems/
Play,play,,services,Usługi dla konsumentów,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1527/play/
Przybij Piątaka,przybij-piataka,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2377/przybij-piataka/
PSB Mrówka,psb-mrowka,,retail,Handel detaliczny,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1696/psb-mrowka/ | https://franczyzawpolsce.pl/baza-sieci/wszystko-dla-domu-i-ogrodu/psb-mrowka/
Pączkownia Smak Sprzed Lat,paczkownia-smak-sprzed-lat,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2179/paczkownia-smak-sprzed-lat/
Quark Kantory Bitcoin,quark-kantory-bitcoin,QUARK KANTORY BITCOIN,finance,Finanse i ubezpieczenia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2250/quark-kantory-bitcoin/ | https://franczyzawpolsce.pl/baza-sieci/finanse-i-ubezpieczenia/quark-kantory-bitcoin/
Quick Ride,quick-ride,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2044/quick-ride/
RE/MAX,remax,RE/MAX | Re/Max Polska,property,Nieruchomości,listed,listed_offer,True,https://www.remax-polska.pl,unverified_seed,https://franchising.pl/franczyza/617/re-max-polska/ | https://franczyzawpolsce.pl/baza-sieci/nieruchomosci/re-max/ | https://www.remax-polska.pl
Reporter,reporter,,fashion,Odzież i obuwie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/430/reporter/
Restart,restart,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2353/restart/
Rozkminki,rozkminki,,education,Edukacja,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2428/rozkminki/
Santander Consumer Bank,santander-consumer-bank,,finance,Finanse i ubezpieczenia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2362/santander-consumer-bank/
Sayuri Sushi,sayuri-sushi,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2238/sayuri-sushi/
Scientific kitchnette,scientific-kitchnette,,education,Edukacja,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2438/scientific-kitchnette/
Sempre Nieruchomości,sempre-nieruchomosci,,property,Nieruchomości,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2360/sempre-nieruchomosci/
Ship Center,ship-center,,services,Usługi dla konsumentów,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1388/ship-center/
SKLEPY MEDYCZNE SAMO ZDROWIE,sklepy-medyczne-samo-zdrowie,,health-fitness,Sport i zdrowie,listed,listed_offer,True,,missing,https://franczyzawpolsce.pl/baza-sieci/sport-i-zdrowie/sklepy-medyczne-samo-zdrowie/
Sklepy Medyczne Zdrowie,sklepy-medyczne-zdrowie,,health-fitness,Sport i zdrowie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/885/sklepy-medyczne-zdrowie/
SmartyKids,smartykids,,education,Edukacja,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2371/smartykids/
So Coffee,so-coffee,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1655/so-coffee/
Socatots,socatots,,health-fitness,Sport i zdrowie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/845/socatots/
SOCATOTS - PIŁKARSKIE MALUSZKI!,socatots-pikarskie-maluszki,,education,Edukacja,listed,listed_offer,True,,missing,https://franczyzawpolsce.pl/baza-sieci/edukacja/socatots-pilkarskie-maluszki/
SPAR,spar,,food-retail,Artykuły spożywcze,uncertain,unknown,True,https://www.spar.pl,unverified_seed,https://www.spar.pl
Speed Queen,speed-queen,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1593/speed-queen/
Sphinx,sphinx,,gastronomy,Gastronomia,uncertain,unknown,True,https://sphinx.pl,unverified_seed,https://sphinx.pl
Stokrotka,stokrotka,,food-retail,Artykuły spożywcze,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1492/stokrotka/
Studio Figura,studio-figura,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1443/studio-figura/
Studio Synergy,studio-synergy,,health-fitness,Sport i zdrowie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2035/studio-synergy/ | https://franczyzawpolsce.pl/baza-sieci/sport-i-zdrowie/studio-synergy/
Subway,subway,,gastronomy,Gastronomia,active,unknown,True,https://mysubway.pl/,unverified_seed,https://amicenergy.pl/pl/produkty-i-uslugi/subway
Sushi Bistro,sushi-bistro,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2136/sushi-bistro/
Sweet Fit & Eat,sweet-fit-and-eat,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2437/sweet-fit-eat/ | https://franczyzawpolsce.pl/baza-sieci/gastronomia/sweet-fit-eat/
Synevo Punkty Pobrań,synevo-punkty-pobran,,health-fitness,Sport i zdrowie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2393/synevo-punkty-pobran/ | https://franczyzawpolsce.pl/baza-sieci/sport-i-zdrowie/synevo-punkty-pobran/
T-Pizza,t-pizza,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/62/t-pizza/
Tax Safe Biuro Rachunkowe,tax-safe-biuro-rachunkowe,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1549/tax-safe-biuro-rachunkowe/
Teletorium,teletorium,TELETORIUM,services,Usługi dla konsumentów,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/815/teletorium/ | https://franczyzawpolsce.pl/baza-sieci/akcesoria-i-dodatki/teletorium/
Thai Bali Spa,thai-bali-spa,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2349/thai-bali-spa/
The Real Pizza Company,the-real-pizza-company,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2415/the-real-pizza-company/
The White Bear Coffee,the-white-bear-coffee,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2177/the-white-bear-coffee/
Tokyo Chessecake Bakery,tokyo-chessecake-bakery,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2420/tokyo-chessecake-bakery/
Top Kebab,top-kebab,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2426/top-kebab/
Top Secret,top-secret,TOP SECRET,fashion,Odzież i obuwie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/723/top-secret/ | https://franczyzawpolsce.pl/baza-sieci/odziez-i-obuwie/top-secret/
U Lodziarzy Wytwórnia Lodów Polskich,u-lodziarzy-wytwornia-lodow-polskich,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1647/lodziarzy-wytwornia-lodow-polskich/
Unikat Woda i Napoje,unikat-woda-i-napoje,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2307/unikat-woda-napoje/
United Chicken,united-chicken,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1630/united-chicken/
Up In Smoke,up-in-smoke,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2439/up-in-smoke/
Upadłości - Ekspert,upadosci-ekspert,,property,Nieruchomości,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2181/upadlosci-ekspert/
VeloBank,velobank,,finance,Finanse i ubezpieczenia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/735/velobank/
Verbatoria,verbatoria,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2211/verbatoria/
Vincent,vincent,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franczyzawpolsce.pl/baza-sieci/gastronomia/vincent-cafe/
VisionOptyk Bliżej Ciebie,visionoptyk-blizej-ciebie,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/969/visionoptyk-blizej-ciebie/
Wakacje.pl,wakacje-pl,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1316/wakacje-pl/
Wendy’s,wendys,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2358/wendys/
WESTATE Premium Franchise,westate-premium-franchise,,property,Nieruchomości,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2425/westate-premium-franchise/
Willisch,willisch,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1725/willisch/
Xtreme Fitness Gyms,xtreme-fitness-gyms,,health-fitness,Sport i zdrowie,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/1689/xtreme-fitness-gyms/
Xtreme KiDS,xtreme-kids,,other,Pozostałe,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2372/xtreme-kids/
YASUMI,yasumi,Yasumi Instytut Zdrowia i Urody,beauty,Uroda i kosmetyki,listed,listed_offer,True,https://yasumi.pl,unverified_seed,https://franchising.pl/franczyza/571/yasumi-instytut-zdrowia-urody/ | https://yasumi.pl
Yves Rocher,yves-rocher,,beauty,Uroda i kosmetyki,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/66/yves-rocher/
Zahir Kebab,zahir-kebab,,gastronomy,Gastronomia,active,unknown,True,https://zahirkebab.pl/,unverified_seed,https://zahirkebab.pl/o-nas/
Żabka,zabka,,retail,Handel detaliczny,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/631/zabka/
ŻABKA POLSKA,zabka-polska,,food-retail,Artykuły spożywcze,listed,listed_offer,True,,missing,https://franczyzawpolsce.pl/baza-sieci/artykuly-spozywcze/zabka-polska/
ŻarWok,zarwok,,gastronomy,Gastronomia,listed,listed_offer,True,,missing,https://franchising.pl/franczyza/2175/zarwok/
